Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
9,6,1,0,,,,1.038883333,0,0,0,0.425
9,7,1,0,,,,1.623216667,0,0,0,8.633333333
9,8,1,0,,,,1.29335,0,0,0,43.27916667
9,9,1,0,,,,2.396416667,0,0,0,167.8083333
9,10,1,0,,,,1.393983333,0,0,0,322.6041667
9,11,1,0,,,,3.221966667,0,0,0,457.625
9,12,1,0,,,,2.939383333,0,0,0,547.4916667
9,13,1,0,,,,0.186,0,0,0,596.1791667
9,14,1,0,,,,0.311533333,0,0,0,585.3708333
9,15,1,0,,,,0.4395375,0,0,0,547.2729167
9,16,1,0,,,,0.160216667,0,0,0,422.9041667
9,17,1,0,,,,0.246466667,0,0,0,331.4041667
9,18,1,0,,,,3.037733333,0,0,0,20.65
9,19,1,0,,,,0.19975002,0,0,0,0
9,20,1,0,,,,0.301883355,0,0,0,0
9,21,1,0,,,,1.1713,0,0,0,0
9,22,1,0,,,,1.7375,0,0,0,0
9,23,1,0,,,,1.573616667,0,0,0,0
9,24,1,0,,,,2.038816667,0,0,0,0
9,1,2,0,,,,1.962366667,0,0,0,0
9,2,2,0,,,,0.94395,0,0,0,0
9,3,2,0,,,,0.71995,0,0,0,0
9,4,2,0,,,,9.92E-08,0,0,0,0
9,5,2,0,,,,0.042433424,0,0,0,0
9,6,2,0,,,,1.01E-07,0,0,0,15.08333333
9,7,2,0,,,,0.174566762,0,0,0,19.3875
9,8,2,0,,,,0.581316667,0,0,0,44.94166667
9,9,2,0,,,,0.2682,0,0,0,130.3541667
9,10,2,0,,,,0.260916667,0,0,0,294.3833333
9,11,2,0,,,,0.12065,0,0,0,380.3916667
9,12,2,0,,,,0.223316667,0,0,0,582.7208333
9,13,2,0,,,,0.132183333,0,0,0,599.05
9,14,2,0,,,,0.11565,0,0,0,414.5666667
9,15,2,0,,,,0.050216677,0,0,0,360.7541667
9,16,2,0,,,,0.068183333,0,0,0,136.5833333
9,17,2,0,,,,0.139033394,0,0,0,120.5916667
9,18,2,0,,,,9.41E-08,0,0,0,8.3625
9,19,2,0,,,,0.435550002,0,0,0,0
9,20,2,0,,,,2.556966667,0,0,0,0
9,21,2,0,,,,3.3095,0,0,0,0
9,22,2,0,,,,3.0745,0,0,0,0
9,23,2,0,,,,2.851583333,0,0,0,0
9,24,2,0,,,,1.963808333,0,0,0,0
9,1,3,0,,,,1.961266667,0,0,0,0
9,2,3,0,,,,1.375766667,0,0,0,0
9,3,3,0,,,,0.96695,0,0,0,0
9,4,3,0,,,,1.318183333,0,0,0,0
9,5,3,0,,,,0.734033333,0,0,0,0
9,6,3,0,,,,1.2611,0,0,0,0
9,7,3,0,,,,1.358133333,0,0,0,13.03333333
9,8,3,0,,,,1.206566667,0,0,0,95.64166667
9,9,3,0,,,,1.219183333,0,0,0,183.0416667
9,10,3,0,,,,0.449816713,0,0,0,309.0833333
9,11,3,0,,,,0.054883378,0,0,0,435.6791667
9,12,3,0,,,,0.057750043,0,0,0,388.3416667
9,13,3,0,,,,0.140466667,0,0,0,414.5708333
9,14,3,0,,,,0.06260001,0,0,0,319.875
9,15,3,0,,,,0.02628336,0,0,0,472.1125
9,16,3,0,,,,0.059833339,0,0,0,264.8833333
9,17,3,0,,,,0.041483355,0,0,0,14.64166667
9,18,3,0,,,,0.153616667,0,0,0,7.9
9,19,3,0,,,,0.7242,0,0,0,0
9,20,3,0,,,,3.34235,0,0,0,0
9,21,3,0,,,,2.816383333,0,0,0,0
9,22,3,0,,,,0.8099,0,0,0,0
9,23,3,0,,,,1.767933333,0,0,0,0
9,24,3,0,,,,1.611991667,0,0,0,0
9,1,4,0,,,,1.40935,0,0,0,0
9,2,4,0,,,,1.285916667,0,0,0,0
9,3,4,0,,,,1.323416667,0,0,0,0
9,4,4,0,,,,0.584766667,0,0,0,0
9,5,4,0,,,,0.498133333,0,0,0,0
9,6,4,0,,,,0.6721,0,0,0,0
9,7,4,0,,,,0.2227,0,0,0,13.44166667
9,8,4,0,,,,0.110066667,0,0,0,48.48333333
9,9,4,0,,,,0.036400009,0,0,0,190.2083333
9,10,4,0,,,,9.91E-08,0,0,0,356.2791667
9,11,4,0,,,,0.409083361,0,0,0,494.5916667
9,12,4,0,,,,0.408783333,0,0,0,591.9770833
9,13,4,0,,,,0.000450049,0,0,0,642.7125
9,14,4,0,,,,0.053950039,0,0,0,486.7416667
9,15,4,0,,,,0.030366683,0,0,0,531.7333333
9,16,4,0,,,,0.367783335,0,0,0,427.4833333
9,17,4,0,,,,0.507216667,0,0,0,174.9583333
9,18,4,0,,,,2.660983333,0,0,0,5.229166667
9,19,4,0,,,,3.3787,0,0,0,0
9,20,4,0,,,,3.438783333,0,0,0,0
9,21,4,0,,,,1.861366667,0,0,0,0
9,22,4,0,,,,2.6268,0,0,0,0
9,23,4,0,,,,1.303733333,0,0,0,0
9,24,4,0,,,,1.437958333,0,0,0,0
9,1,5,0,,,,0.826683333,0,0,0,0
9,2,5,0,,,,0.84475,0,0,0,0
9,3,5,0,,,,0.736933333,0,0,0,0
9,4,5,0,,,,0.853066667,0,0,0,0
9,5,5,0,,,,0.4488,0,0,0,0
9,6,5,0,,,,0.72055,0,0,0,0
9,7,5,0,,,,0.501850002,0,0,0,12.60833333
9,8,5,0,,,,0.841166667,0,0,0,46.83333333
9,9,5,0,,,,0.695583333,0,0,0,188.5208333
9,10,5,0,,,,1.888866667,0,0,0,357.3458333
9,11,5,0,,,,1.172516667,0,0,0,493.4916667
9,12,5,0,,,,1.270633333,0,0,0,586.375
9,13,5,0,,,,3.085433333,0,0,0,635.0125
9,14,5,0,,,,3.579283333,0,0,0,629.4125
9,15,5,0,,,,2.248950008,0,0,0,570.0666667
9,16,5,0,,,,1.232666671,0,0,0,454.225
9,17,5,0,,,,1.5396,0,0,0,247.6375
9,18,5,0,,,,2.118633333,0,0,0,0.283333333
9,19,5,0,,,,1.513983333,0,0,0,0
9,20,5,0,,,,1.347833333,0,0,0,0
9,21,5,0,,,,2.345433333,0,0,0,0
9,22,5,0,,,,1.448983333,0,0,0,0
9,23,5,0,,,,2.21385,0,0,0,0
9,24,5,0,,,,1.895608333,0,0,0,0
10,1,6,0,,,,1.081333333,0,0,0,0
10,2,6,0,,,,1.192133333,0,0,0,0
10,3,6,0,,,,0.496816667,0,0,0,0
10,4,6,0,,,,0.957266667,0,0,0,0
10,5,6,0,,,,0.1084,0,0,0,0
10,6,6,0,,,,0.678466667,0,0,0,0
10,7,6,0,,,,0.382600028,0,0,0,12.46666667
10,8,6,0,,,,0.359250096,0,0,0,46.1375
10,9,6,0,,,,1.311266697,0,0,0,189.1166667
10,10,6,0,,,,1.114466687,0,0,0,361.6791667
10,11,6,0,,,,1.519233333,0,0,0,501.3375
10,12,6,0,,,,1.059083333,0,0,0,596.7583333
10,13,6,0,,,,0.936283333,0,0,0,650.5875
10,14,6,0,,,,0.99985,0,0,0,649.8583333
10,15,6,0,,,,1.717,0,0,0,591.2208333
10,16,6,0,,,,1.644050002,0,0,0,472.3166667
10,17,6,0,,,,1.297116667,0,0,0,251.4208333
10,18,6,0,,,,1.865166697,0,0,0,0.225
10,19,6,0,,,,2.034183333,0,0,0,0
10,20,6,0,,,,0.816108333,0,0,0,0
10,21,6,0,,,,1.50535,0,0,0,0
10,22,6,0,,,,1.774833333,0,0,0,0
10,23,6,0,,,,1.10045,0,0,0,0
10,24,6,0,,,,1.129058333,0,0,0,0
10,1,7,0,,,,1.360833333,0,0,0,0
10,2,7,0,,,,0.65295,0,0,0,0
10,3,7,0,,,,0.889466667,0,0,0,0
10,4,7,0,,,,0.9454,0,0,0,0
10,5,7,0,,,,0.64375,0,0,0,0
10,6,7,0,,,,0.675933333,0,0,0,0
10,7,7,0,,,,0.558416667,0,0,0,14.10833333
10,8,7,0,,,,0.536166667,0,0,0,48.875
10,9,7,0,,,,0.348633333,0,0,0,194.225
10,10,7,0,,,,0.4218,0,0,0,369.6333333
10,11,7,0,,,,0.714266667,0,0,0,513.3041667
10,12,7,0,,,,0.465583333,0,0,0,612.2416667
10,13,7,0,,,,1.331916667,0,0,0,661.3333333
10,14,7,0,,,,1.156633333,0,0,0,661.3916667
10,15,7,0,,,,1.383616667,0,0,0,604.2958333
10,16,7,0,,,,1.367316667,0,0,0,474.8333333
10,17,7,0,,,,1.416483333,0,0,0,237.5333333
10,18,7,0,,,,1.039583333,0,0,0,2.3875
10,19,7,0,,,,0.740683333,0,0,0,0
10,20,7,0,,,,0.9354,0,0,0,0
10,21,7,0,,,,0.622133333,0,0,0,0
10,22,7,0,,,,0.742466667,0,0,0,0
10,23,7,0,,,,0.781266667,0,0,0,0
10,24,7,0,,,,1.203283333,0,0,0,0
10,1,1,0,,,,0.77385,0,0,0,0
10,2,1,0,,,,0.4074,0,0,0,0
10,3,1,0,,,,0.178116667,0,0,0,0
10,4,1,0,,,,0.1528,0,0,0,0
10,5,1,0,,,,0.274333333,0,0,0,0
10,6,1,0,,,,0.073233333,0,0,0,0
10,7,1,0,,,,0.095933333,0,0,0,20.27916667
10,8,1,0,,,,0.67855,0,0,0,62.5
10,9,1,0,,,,0.533566667,0,0,0,186.35
10,10,1,0,,,,0.420383333,0,0,0,357.2333333
10,11,1,0,,,,0.300666691,0,0,0,501.7333333
10,12,1,0,,,,0.201316667,0,0,0,593.5333333
10,13,1,0,,,,0.170316667,0,0,0,641.1708333
10,14,1,0,,,,0.513283333,0,0,0,636.0666667
10,15,1,0,,,,0.807266667,0,0,0,569.0416667
10,16,1,0,,,,0.73525,0,0,0,439.8125
10,17,1,0,,,,0.827833333,0,0,0,203.9166667
10,18,1,0,,,,0.841666667,0,0,0,3.408333333
10,19,1,0,,,,0.881483333,0,0,0,0
10,20,1,0,,,,1.21255,0,0,0,0
10,21,1,0,,,,1.2336,0,0,0,0
10,22,1,0,,,,0.747433333,0,0,0,0
10,23,1,0,,,,0.66215,0,0,0,0
10,24,1,0,,,,0.66965,0,0,0,0
10,1,2,0,,,,0.644416667,0,0,0,0
10,2,2,0,,,,0.342266667,0,0,0,0
10,3,2,0,,,,0.108433333,0,0,0,0
10,4,2,0,,,,0.292216667,0,0,0,0
10,5,2,0,,,,0.10375,0,0,0,0
10,6,2,0,,,,0.611033333,0,0,0,0
10,7,2,0,,,,0.652033333,0,0,0,14.05
10,8,2,0,,,,0.423283333,0,0,0,46.69166667
10,9,2,0,,,,0.227583333,0,0,0,181.8541667
10,10,2,0,,,,0.460216667,0,0,0,355.175
10,11,2,0,,,,0.828533333,0,0,0,494.8208333
10,12,2,0,,,,0.515216667,0,0,0,585.9666667
10,13,2,0,,,,0.39175,0,0,0,629.1166667
10,14,2,0,,,,0.411116667,0,0,0,609.2625
10,15,2,0,,,,1.760466667,0,0,0,541.1291667
10,16,2,0,,,,0.555566667,0,0,0,416.6958333
10,17,2,0,,,,1.386033333,0,0,0,185.65
10,18,2,0,,,,0.73455,0,0,0,2.945833333
10,19,2,0,,,,1.631316667,0,0,0,0
10,20,2,0,,,,1.7643,0,0,0,0
10,21,2,0,,,,1.141833333,0,0,0,0
10,22,2,0,,,,0.6719,0,0,0,0
10,23,2,0,,,,0.208533333,0,0,0,0
10,24,2,0,,,,0.39885,0,0,0,0
10,1,3,0,,,,0.33945,0,0,0,0
10,2,3,0,,,,0.127066667,0,0,0,0
10,3,3,0,,,,0.09385,0,0,0,0
10,4,3,0,,,,0.1191,0,0,0,0
10,5,3,0,,,,0.096408333,0,0,0,0
10,6,3,0,,,,0.573525,0,0,0,0
10,7,3,0,,,,0.29355,0,0,0,32.40833333
10,8,3,0,,,,0.120716667,0,0,0,84.09166667
10,9,3,0,,,,0.5438,0,0,0,160.2666667
10,10,3,0,,,,0.519058333,0,0,0,315.4041667
10,11,3,0,,,,0.048083344,0,0,0,471.4083333
10,12,3,0,,,,0.316883333,0,0,0,593.8875
10,13,3,0,,,,0.8507,0,0,0,636.2666667
10,14,3,0,,,,0.669000002,0,0,0,616.2416667
10,15,3,0,,,,1.404966679,0,0,0,560.0083333
10,16,3,0,,,,0.741483339,0,0,0,430.7375
10,17,3,0,,,,0.438200061,0,0,0,166.2208333
10,18,3,0,,,,0.949433378,0,0,0,3.604166667
10,19,3,0,,,,0.493683407,0,0,0,0
10,20,3,0,,,,0.725400028,0,0,0,0
10,21,3,0,,,,1.456616667,0,0,0,0
10,22,3,0,,,,0.2596,0,0,0,0
10,23,3,0,,,,0.191666667,0,0,0,0
10,24,3,0,,,,0.129616667,0,0,0,0
10,1,4,0,,,,0.142866667,0,0,0,0
10,2,4,0,,,,0.357583333,0,0,0,0
10,3,4,0,,,,0.12455,0,0,0,0
10,4,4,0,,,,0.1008,0,0,0,0
10,5,4,0,,,,0.124283333,0,0,0,0
10,6,4,0,,,,0.17755,0,0,0,0
10,7,4,0,,,,0.212333333,0,0,0,10.35
10,8,4,0,,,,0.092533333,0,0,0,41.83333333
10,9,4,0,,,,0.577766667,0,0,0,178.8833333
10,10,4,0,,,,0.538966667,0,0,0,357.7625
10,11,4,0,,,,0.2586,0,0,0,506.375
10,12,4,0,,,,0.705283333,0,0,0,603.8416667
10,13,4,0,,,,0.2,0,0,0,646.7333333
10,14,4,0,,,,1.562816667,0,0,0,641.9166667
10,15,4,0,,,,0.911033333,0,0,0,574.0791667
10,16,4,0,,,,1.924816667,0,0,0,449.3791667
10,17,4,0,,,,1.9741,0,0,0,201.1041667
10,18,4,0,,,,2.377816667,0,0,0,0
10,19,4,0,,,,1.197766667,0,0,0,0
10,20,4,0,,,,1.446483333,0,0,0,0
10,21,4,0,,,,0.874366667,0,0,0,0
10,22,4,0,,,,0.684966667,0,0,0,0
10,23,4,0,,,,0.5306,0,0,0,0
10,24,4,0,,,,0.668308333,0,0,0,0
10,1,5,0,,,,0.650816667,0,0,0,0
10,2,5,0,,,,0.344483333,0,0,0,0
10,3,5,0,,,,0.564166667,0,0,0,0
10,4,5,0,,,,0.152283333,0,0,0,0
10,5,5,0,,,,0.12835,0,0,0,0
10,6,5,0,,,,0.041783333,0,0,0,0
10,7,5,0,,,,0.746166673,0,0,0,12.90416667
10,8,5,0,,,,0.594900028,0,0,0,54.70833333
10,9,5,0,,,,0.289766754,0,0,0,188.7458333
10,10,5,0,,,,0.304566766,0,0,0,357.1166667
10,11,5,0,,,,0.894233333,0,0,0,477.9083333
10,12,5,0,,,,1.920833333,0,0,0,568.575
10,13,5,0,,,,0.847916689,0,0,0,593.9833333
10,14,5,0,,,,1.045933364,0,0,0,536.5458333
10,15,5,0,,,,1.484583339,0,0,0,557.2208333
10,16,5,0,,,,1.506100018,0,0,0,421.7916667
10,17,5,0,,,,1.750483362,0,0,0,166.5291667
10,18,5,0,,,,1.201166703,0,0,0,1.1625
10,19,5,0,,,,1.112733333,0,0,0,0
10,20,5,0,,,,0.957866667,0,0,0,0
10,21,5,0,,,,1.37415,0,0,0,0
10,22,5,0,,,,1.1268,0,0,0,0
10,23,5,0,,,,1.129883333,0,0,0,0
10,24,5,0,,,,0.893191667,0,0,0,0
10,1,6,0,,,,0.758166667,0,0,0,0
10,2,6,0,,,,0.664983333,0,0,0,0
10,3,6,0,,,,1.081591667,0,0,0,0
10,4,6,0,,,,0.135016667,0,0,0,0
10,5,6,0,,,,0.398483333,0,0,0,0
10,6,6,0,,,,0.0567,0,0,0,0
10,7,6,0,,,,0.5803,0,0,0,14.95
10,8,6,0,,,,0.372816667,0,0,0,46.82916667
10,9,6,0,,,,0.45115001,0,0,0,172.4583333
10,10,6,0,,,,1.0919,0,0,0,341.275
10,11,6,0,,,,1.150450008,0,0,0,479.275
10,12,6,0,,,,1.146066685,0,0,0,575.6541667
10,13,6,0,,,,1.659616667,0,0,0,621.15
10,14,6,0,,,,0.8713,0,0,0,614.1916667
10,15,6,0,,,,0.20315,0,0,0,553.5166667
10,16,6,0,,,,0.122466698,0,0,0,431.525
10,17,6,0,,,,0.7565,0,0,0,184.3541667
10,18,6,0,,,,0.480566667,0,0,0,0.208333333
10,19,6,0,,,,0.248066667,0,0,0,0
10,20,6,0,,,,0.288516667,0,0,0,0
10,21,6,0,,,,1.864183333,0,0,0,0
10,22,6,0,,,,2.951583333,0,0,0,0
10,23,6,0,,,,1.7638,0,0,0,0
10,24,6,0,,,,1.36585,0,0,0,0
10,1,7,0,,,,0.934966667,0,0,0,0
10,2,7,0,,,,0.733283333,0,0,0,0
10,3,7,0,,,,0.374116667,0,0,0,0
10,4,7,0,,,,0.301483333,0,0,0,0
10,5,7,0,,,,0.8356,0,0,0,0
10,6,7,0,,,,0.358583333,0,0,0,0
10,7,7,0,,,,0.71265,0,0,0,12.85416667
10,8,7,0,,,,0.948216667,0,0,0,43.875
10,9,7,0,,,,0.159066715,0,0,0,165.2083333
10,10,7,0,,,,1.376850058,0,0,0,328.1708333
10,11,7,0,,,,1.22E-07,0,0,0,463.9125
10,12,7,0,,,,2.090066699,0,0,0,559.2958333
10,13,7,0,,,,1.462533398,0,0,0,607.7125
10,14,7,0,,,,1.353250037,0,0,0,602.7541667
10,15,7,0,,,,2.381033333,0,0,0,541.2
10,16,7,0,,,,0.415016667,0,0,0,296.2875
10,17,7,0,,,,0.450616667,0,0,0,125.9708333
10,18,7,0,,,,0.408533333,0,0,0,0.216666667
10,19,7,0,,,,0.578216667,0,0,0,0
10,20,7,0,,,,0.764416667,0,0,0,0
10,21,7,0,,,,3.86725,0,0,0,0
10,22,7,0,,,,3.261566667,0,0,0,0
10,23,7,0,,,,0.810266667,0,0,0,0
10,24,7,0,,,,0.33735,0,0,0,0
10,1,1,0,,,,0.373533333,0,0,0,0
10,2,1,0,,,,0.369933333,0,0,0,0
10,3,1,0,,,,0.159916667,0,0,0,0
10,4,1,0,,,,0.15255,0,0,0,0
10,5,1,0,,,,0.14475,0,0,0,0
10,6,1,0,,,,0.04935,0,0,0,0
10,7,1,0,,,,0.055050002,0,0,0,8.808333333
10,8,1,0,,,,0.064383333,0,0,0,38.40833333
10,9,1,0,,,,0.21835,0,0,0,162.6166667
10,10,1,0,,,,0.042366667,0,0,0,331.5708333
10,11,1,0,,,,0.185900002,0,0,0,468.5583333
10,12,1,0,,,,0.557883333,0,0,0,562.5833333
10,13,1,0,,,,0.610416667,0,0,0,585.45
10,14,1,0,,,,0.265966667,0,0,0,592.5625
10,15,1,0,,,,0.368933333,0,0,0,538.35
10,16,1,0,,,,0.4376,0,0,0,357.6541667
10,17,1,0,,,,2.563316667,0,0,0,165.2541667
10,18,1,0,,,,3.268683333,0,0,0,0
10,19,1,0,,,,2.2606,0,0,0,0
10,20,1,0,,,,0.442716667,0,0,0,0
10,21,1,0,,,,0.400366667,0,0,0,0
10,22,1,0,,,,0.532583333,0,0,0,0
10,23,1,0,,,,0.393566667,0,0,0,0
10,24,1,0,,,,0.391783333,0,0,0,0
10,1,2,0,,,,0.303841667,0,0,0,0
10,2,2,0,,,,0.1529,0,0,0,0
10,3,2,0,,,,0.129716667,0,0,0,0
10,4,2,0,,,,0.119833333,0,0,0,0
10,5,2,0,,,,0.28882778,0,0,0,0
10,6,2,0,,,,0.47135,0,0,0,0
10,7,2,0,,,,0.538116667,0,0,0,8.641666667
10,8,2,0,,,,0.68945,0,0,0,37.46666667
10,9,2,0,,,,0.790333333,0,0,0,160.725
10,10,2,0,,,,0.339166667,0,0,0,327.3458333
10,11,2,0,,,,0.143266667,0,0,0,465.9916667
10,12,2,0,,,,0.092416667,0,0,0,562.3416667
10,13,2,0,,,,0.072966667,0,0,0,609.6291667
10,14,2,0,,,,0.074216667,0,0,0,607.65
10,15,2,0,,,,0.093616667,0,0,0,537.4916667
10,16,2,0,,,,0.096366667,0,0,0,400.4625
10,17,2,0,,,,0.465683333,0,0,0,145.2666667
10,18,2,0,,,,0.5569,0,0,0,0
10,19,2,0,,,,0.41995,0,0,0,0
10,20,2,0,,,,0.1732,0,0,0,0
10,21,2,0,,,,0.439316667,0,0,0,0
10,22,2,0,,,,0.217233333,0,0,0,0
10,23,2,0,,,,1.441166667,0,0,0,0
10,24,2,0,,,,2.91485,0,0,0,0
10,1,3,0,,,,0.643583333,0,0,0,0
10,2,3,0,,,,0.662216667,0,0,0,0
10,3,3,0,,,,0.353533333,0,0,0,0
10,4,3,0,,,,0.3367,0,0,0,0
10,5,3,0,,,,0.322133333,0,0,0,0
10,6,3,0,,,,0.444216667,0,0,0,0
10,7,3,0,,,,0.224883333,0,0,0,24.925
10,8,3,0,,,,0.386916667,0,0,0,84.54583333
10,9,3,0,,,,0.384983333,0,0,0,158.3583333
10,10,3,0,,,,0.521683333,0,0,0,238.2583333
10,11,3,0,,,,0.4397,0,0,0,241.1666667
10,12,3,0,,,,0.206966667,0,0,0,523.7583333
10,13,3,0,,,,0.54305,0,0,0,603.8583333
10,14,3,0,,,,0.423533333,0,0,0,594.4833333
10,15,3,0,,,,0.743916691,0,0,0,523.5166667
10,16,3,0,,,,0.417216695,0,0,0,389.1166667
10,17,3,0,,,,0.832383337,0,0,0,131.3875
10,18,3,0,,,,1.247383333,0,0,0,0.429166667
10,19,3,0,,,,1.0542,0,0,0,0
10,20,3,0,,,,0.728083333,0,0,0,0
10,21,3,0,,,,0.925216667,0,0,0,0
10,22,3,0,,,,0.3608,0,0,0,0
10,23,3,0,,,,0.501466667,0,0,0,0
10,24,3,0,,,,0.413366667,0,0,0,0
10,1,4,0,,,,0.3924,0,0,0,0
10,2,4,0,,,,0.537283333,0,0,0,0
10,3,4,0,,,,0.3688,0,0,0,0
10,4,4,0,,,,0.084416667,0,0,0,0
10,5,4,0,,,,0.085216667,0,0,0,0
10,6,4,0,,,,0.129583333,0,0,0,0
10,7,4,0,,,,0.147983333,0,0,0,11.1125
10,8,4,0,,,,0.48995,0,0,0,40.61666667
10,9,4,0,,,,0.601333333,0,0,0,157.1083333
10,10,4,0,,,,0.414966667,0,0,0,318.2041667
10,11,4,0,,,,0.072533333,0,0,0,454.9625
10,12,4,0,,,,0.069433333,0,0,0,561.725
10,13,4,0,,,,0.04025,0,0,0,570.1916667
10,14,4,0,,,,1.209550033,0,0,0,546.6458333
10,15,4,0,,,,0.52610007,0,0,0,389.8208333
10,16,4,0,,,,0.694533395,0,0,0,324.525
10,17,4,0,,,,0.506266738,0,0,0,157.4916667
10,18,4,0,,,,0.830900067,0,0,0,0
10,19,4,0,,,,1.219816667,0,0,0,0
10,20,4,0,,,,1.17525,0,0,0,0
10,21,4,0,,,,0.791633333,0,0,0,0
10,22,4,0,,,,0.5191,0,0,0,0
10,23,4,0,,,,0.515433333,0,0,0,0
10,24,4,0,,,,0.5521,0,0,0,0
10,1,5,0,,,,0.328683333,0,0,0,0
10,2,5,0,,,,0.384066667,0,0,0,0
10,3,5,0,,,,0.405933333,0,0,0,0
10,4,5,0,,,,0.387083333,0,0,0,0
10,5,5,0,,,,0.41595,0,0,0,0
10,6,5,0,,,,0.4824,0,0,0,0
10,7,5,0,,,,0.48935,0,0,0,13.2875
10,8,5,0,,,,0.132929167,0,0,0,49.96145833
10,9,5,0,,,,0.178333333,0,0,0,156.4166667
10,10,5,0,,,,0.490016667,0,0,0,310.1833333
10,11,5,0,,,,0.1363,0,0,0,444.3208333
10,12,5,0,,,,0.478566667,0,0,0,536.05
10,13,5,0,,,,0.582366667,0,0,0,576.5958333
10,14,5,0,,,,3.55045,0,0,0,567.925
10,15,5,0,,,,2.4158,0,0,0,492.8041667
10,16,5,0,,,,2.00235,0,0,0,349.7833333
10,17,5,0,,,,1.68335,0,0,0,117.8083333
10,18,5,0,,,,1.899133333,0,0,0,0
10,19,5,0,,,,1.927033333,0,0,0,0
10,20,5,0,,,,1.575766667,0,0,0,0
10,21,5,0,,,,1.772483333,0,0,0,0
10,22,5,0,,,,2.91595,0,0,0,0
10,23,5,0,,,,0.4493,0,0,0,0
10,24,5,0,,,,0.568608333,0,0,0,0
10,1,6,0,,,,0.400966667,0,0,0,0
10,2,6,0,,,,0.2448,0,0,0,0
10,3,6,0,,,,0.080316667,0,0,0,0
10,4,6,0,,,,0.10045,0,0,0,0
10,5,6,0,,,,0.3751,0,0,0,0
10,6,6,0,,,,0.333,0,0,0,0
10,7,6,0,,,,0.297533333,0,0,0,11.32083333
10,8,6,0,,,,0.127633333,0,0,0,47.02916667
10,9,6,0,,,,0.14215,0,0,0,155.6416667
10,10,6,0,,,,0.09475002,0,0,0,307.8166667
10,11,6,0,,,,0.210016667,0,0,0,440.5916667
10,12,6,0,,,,0.30485,0,0,0,533.975
10,13,6,0,,,,0.30315,0,0,0,572.2541667
10,14,6,0,,,,0.040883333,0,0,0,564.3083333
10,15,6,0,,,,0.214283333,0,0,0,492.0416667
10,16,6,0,,,,1.745000018,0,0,0,340.5291667
10,17,6,0,,,,0.863333362,0,0,0,104.1291667
10,18,6,0,,,,1.24315,0,0,0,0
10,19,6,0,,,,0.30175,0,0,0,0
10,20,6,0,,,,0.447216667,0,0,0,0
10,21,6,0,,,,0.20105,0,0,0,0
10,22,6,0,,,,1.156233333,0,0,0,0
10,23,6,0,,,,0.126516667,0,0,0,0
10,24,6,0,,,,0.428675,0,0,0,0
10,1,7,0,,,,0.375916667,0,0,0,0
10,2,7,0,,,,0.395633333,0,0,0,0
10,3,7,0,,,,0.087183333,0,0,0,0
10,4,7,0,,,,0.09875,0,0,0,0
10,5,7,0,,,,0.469566667,0,0,0,0
10,6,7,0,,,,0.353925002,0,0,0,0
10,7,7,0,,,,0.556383333,0,0,0,0
10,8,7,0,,,,0.380083333,0,0,0,0.875
10,9,7,0,,,,0.122116667,0,0,0,22.4125
10,10,7,0,,,,0.070183333,0,0,0,233.3958333
10,11,7,0,,,,0.10305,0,0,0,154.7833333
10,12,7,0,,,,0.072283333,0,0,0,249.5041667
10,13,7,0,,,,0.0998,0,0,0,131.1875
10,14,7,0,,,,0.14325,0,0,0,119.975
10,15,7,0,,,,0.362883333,0,0,0,167.2375
10,16,7,0,,,,0.2897,0,0,0,79.62083333
10,17,7,0,,,,0.358133333,0,0,0,13.99583333
10,18,7,0,,,,0.46885,0,0,0,0
10,19,7,0,,,,2.146916667,0,0,0,0
10,20,7,0,,,,0.879433333,0,0,0,0
10,21,7,0,,,,0.718216667,0,0,0,0
10,22,7,0,,,,0.52555,0,0,0,0
10,23,7,0,,,,0.416616667,0,0,0,0
10,24,7,0,,,,0.356466667,0,0,0,0
10,1,1,0,,,,0.391983333,0,0,0,0
10,2,1,0,,,,0.426166667,0,0,0,0
10,3,1,0,,,,0.402116667,0,0,0,0
10,4,1,0,,,,0.383258337,0,0,0,0
10,5,1,0,,,,0.1131,0,0,0,0
10,6,1,0,,,,0.28525,0,0,0,0
10,7,1,0,,,,0.1259,0,0,0,0
10,8,1,0,,,,0.772666667,0,0,0,11.62916667
10,9,1,0,,,,0.533583333,0,0,0,66.3875
10,10,1,0,,,,0.3774,0,0,0,108.8125
10,11,1,0,,,,0.45565,0,0,0,50.31666667
10,12,1,0,,,,0.29065,0,0,0,175.9208333
10,13,1,0,,,,0.491433333,0,0,0,147.1833333
10,14,1,0,,,,0.719133333,0,0,0,100.6916667
10,15,1,0,,,,0.713066667,0,0,0,57.74583333
10,16,1,0,,,,0.211183333,0,0,0,2.8375
10,17,1,0,,,,0.430233333,0,0,0,0
10,18,1,0,,,,0.227983333,0,0,0,0
10,19,1,0,,,,0.336433333,0,0,0,0
10,20,1,0,,,,0.624166667,0,0,0,0
10,21,1,0,,,,0.464616667,0,0,0,0
10,22,1,0,,,,0.197166679,0,0,0,0
10,23,1,0,,,,0.576683333,0,0,0,0
10,24,1,0,,,,0.444158333,0,0,0,0
10,1,2,0,,,,0.499666667,0,0,0,0
